x,y
0.5134293869357082,0.901863404196347
0.9482503996065728,0.3317154209705385
0.41129498485796745,0.2546088780132567
0.15493485013162545,0.23970176580341662
0.6167946627250919,0.8680501433338141
0.6198307413960545,0.5037967457736365
0.37845758310649624,0.16267198228238466
0.08290296217155624,0.912583372350723
0.05806884171260207,0.033288962303855696
0.46749167938066294,0.3393592673356538
0.8010899272073523,0.8799417007941065
0.25194312690362386,0.5486631588079957
0.30037864134982994,0.01838368632529508
0.035213323926359896,0.3261158737834864
0.591328116048447,0.535744277833941
0.7487830727252062,0.5969961052275095
0.7443076637102929,0.5295541656203062
0.05780911800679822,0.9728041120861987
0.2574719024742117,0.062177492827431236
0.5236469600485799,0.6792061447930611
0.24534347066010442,0.5171436319984168
0.7289702417585595,0.58125673694431
0.6231608141065172,0.2753569655020929
0.1475234527228917,0.7140533815890446
0.6199055867202676,0.560652316447361
0.015505329323937445,0.24994810013888846
0.8672448165598348,0.9073154445099004
0.1515180469557249,0.6114268133728707
0.22071705903334993,0.819281256438894
0.6603800686287852,0.7715739792444137
0.929255059807909,0.09692854756692704
0.8428617369844023,0.2994686410957006
0.1431457309617301,0.5085077372792263
0.2676308968442692,0.34013253476480076
0.43372426683746534,0.24790199400574486
0.9737949084545202,0.8129283829551665
0.7305044697900596,0.9031431687962743
0.8611527206168584,0.4808765593581883
0.811379237176768,0.11660596587758187
0.5446863623422945,0.6460468222533903
0.5853725255509354,0.013303041380000491
0.9207253479827379,0.8412593105561016
0.7835163451230704,0.3058831284632353
0.3662096237954804,0.05731404287972697
0.4536055446083873,0.3365933886827944
0.7715873959944083,0.6513585823890581
0.6462060467886162,0.2343667746858502
0.4433670972637268,0.2966360614220669
0.7725359244065625,0.8416959593638352
0.6067454582824604,0.9740182582001388
0.9877108689396716,0.8902437464369313
0.038055345966577,0.5224680251313994
0.17684006988011336,0.6089954340959581
0.7908294997196827,0.20359197595844503
0.9601997942039354,0.13700499542334676
0.6313812452897751,0.9024860387729025
0.19603781566399225,0.9335709747541692
0.28578036256638273,0.8911467375373514
0.34110205839228613,0.694800015423936
0.3961915421960318,0.9325892198801469
0.0833344320383731,0.7214046898432745
0.3470354738439615,0.06301984529143201
0.4149535299651177,0.955235586937785
0.3218247900493686,0.28649703028258555
0.13622771542334022,0.5487448094622515
0.6434707032912665,0.5600753273585217
0.9294512092658141,0.4164426539719096
0.7895028273421373,0.43923179341813223
0.18555359791773562,0.1830547277474921
0.04444103465564775,0.574629460704355
0.8132871872796201,0.5648207113923811
0.6756850576801285,0.027020876958100737
0.5581697797834044,0.9342589709780349
0.8357159433396458,0.34807444466995063
0.9437918917769578,0.7746364541547993
0.5112470471825143,0.3222344251806001
0.8291273875722268,0.740349801435226
0.9783515933647781,0.6759234862706291
0.4310951323703903,0.5560077480257439
0.2049946653341278,0.26266799685850506
0.1838351071901091,0.016899688943995406
0.38135197243306207,0.1260951381715778
0.3040068524008318,0.6696819392415057
0.3797091470766808,0.16336231621626918
0.10592961455701544,0.38514714698151764
0.0794574706233735,0.7666800374749465
0.30059361947677177,0.7124225877444244
0.3315811229209261,0.9312162642724511
0.12630637295320102,0.7484446632975504
0.6699848379238694,0.9130174947765098
0.14872976655782444,0.8637809792919291
0.695573400124413,0.28491185628281557
0.3002825608672398,0.7435283550928229
0.18589440794631695,0.19449087911335583
0.6916055473436009,0.33135823840026035
0.3860406417003186,0.7471523833596456
0.4578182187735569,0.4752796896852598
0.08537968718162459,0.20103466861718478
0.8732376277808709,0.0873238193032273
0.48755689722987294,0.03140649109031135
0.2775007357455519,0.10020327275672014
0.4305684134311828,0.4493787877215284
0.701648430376012,0.21820285534352857
0.5780217143366706,0.6455638688042094
0.4854674387471467,0.10533689550581571
0.7387562873102148,0.2890679854761671
0.9949222529399941,0.12062194588918829
0.2617948524035165,0.8417996858357982
0.2429779239722878,0.6065902908200337
0.24469488058988542,0.7404709185850118
0.43181626150983143,0.628674595192597
0.9171297992843981,0.5282391248209355
0.5201634359535066,0.9834166289250704
0.3774575517214199,0.034448228840230466
0.5405496417681013,0.7581678479323535
0.2018798509187535,0.8545021161547302
0.19787581987630898,0.9438598133183921
0.5612784716131837,0.6805002369769201
